ts_utc,elapsed_s,rss_total_kb,rss_n1_kb,rss_n2_kb,rss_n3_kb,heap_used_total_kb,fd_total,fd_n1,fd_n2,fd_n3,threads_total,gc_cycles_total,gc_cumsec_total,commit_p50_us,commit_p99_us,committed,rejected
2026-07-23T09:13:19Z,5671,1454172,478164,480516,495492,426710,144,48,48,48,112,521,26.592,2629,4351,3000,0
2026-07-23T09:13:50Z,5702,1454180,478164,480516,495500,359129,144,48,48,48,112,524,26.756,2745,4915,3000,0
2026-07-23T09:14:21Z,5733,1454192,478172,480516,495504,379615,144,48,48,48,112,527,26.911,2777,4663,3000,0
2026-07-23T09:14:53Z,5765,1454212,478180,480516,495516,500451,144,48,48,48,112,530,27.071,2695,4455,3000,0
2026-07-23T09:15:24Z,5796,1454216,478180,480516,495520,353010,144,48,48,48,112,533,27.222,2893,4471,3000,0
2026-07-23T09:15:55Z,5827,1454220,478180,480516,495524,363251,144,48,48,48,112,536,27.379,2773,4367,3000,0
2026-07-23T09:16:27Z,5859,1454228,478184,480516,495528,418550,144,48,48,48,112,540,27.580,2729,4979,3000,0
2026-07-23T09:16:58Z,5890,1455068,479024,480516,495528,350969,144,48,48,48,112,542,27.685,2837,4367,3000,0
2026-07-23T09:17:29Z,5921,1455068,479024,480516,495528,363258,144,48,48,48,112,544,27.789,2677,4275,3000,0
2026-07-23T09:18:01Z,5953,1455080,479032,480516,495532,359165,144,48,48,48,112,547,27.964,2949,5079,3000,0
2026-07-23T09:18:32Z,5984,1455084,479032,480516,495536,381696,144,48,48,48,112,550,28.116,2901,4879,3000,0
2026-07-23T09:19:03Z,6015,1455084,479032,480516,495536,346882,144,48,48,48,112,553,28.268,2871,4455,3000,0
2026-07-23T09:19:35Z,6047,1455096,479032,480516,495548,353029,144,48,48,48,112,556,28.414,2905,4575,3000,0
2026-07-23T09:20:06Z,6078,1455096,479032,480516,495548,424709,144,48,48,48,112,559,28.572,3033,4995,3000,0
2026-07-23T09:20:37Z,6109,1455096,479032,480516,495548,363273,144,48,48,48,112,562,28.721,3135,4799,3000,0
2026-07-23T09:21:09Z,6141,1455096,479032,480516,495548,359177,144,48,48,48,112,565,28.879,2831,4607,3000,0
2026-07-23T09:21:40Z,6172,1455096,479032,480516,495548,420617,144,48,48,48,112,569,29.077,2863,4975,3000,0
2026-07-23T09:22:11Z,6203,1455096,479032,480516,495548,348937,144,48,48,48,112,571,29.186,2675,4451,3000,0
2026-07-23T09:22:43Z,6235,1455096,479032,480516,495548,353033,144,48,48,48,112,573,29.277,2851,4323,3000,0
2026-07-23T09:23:14Z,6266,1455100,479032,480516,495552,363273,144,48,48,48,112,576,29.426,3019,4987,3000,0
2026-07-23T09:23:45Z,6297,1455100,479032,480516,495552,348937,144,48,48,48,112,579,29.570,2823,4851,3000,0
2026-07-23T09:24:17Z,6329,1455112,479032,480516,495564,363273,144,48,48,48,112,582,29.732,2893,4643,3000,0
2026-07-23T09:24:48Z,6360,1455112,479032,480516,495564,363273,144,48,48,48,112,585,29.879,3047,4811,3000,0
2026-07-23T09:25:19Z,6391,1455204,479052,480516,495636,459531,144,48,48,48,112,588,30.035,2795,4767,3000,0
2026-07-23T09:25:51Z,6423,1455208,479056,480516,495636,353037,144,48,48,48,112,591,30.186,3043,4667,3000,0
2026-07-23T09:26:22Z,6454,1455212,479056,480516,495640,365325,144,48,48,48,112,594,30.336,2787,4447,3000,0
2026-07-23T09:26:53Z,6485,1455216,479060,480516,495640,422673,144,48,48,48,112,598,30.545,2795,4915,3000,0
2026-07-23T09:27:25Z,6517,1455224,479064,480520,495640,355093,144,48,48,48,112,600,30.646,2711,4259,3000,0
2026-07-23T09:27:56Z,6548,1455236,479076,480520,495640,367381,144,48,48,48,112,602,30.746,2789,4291,3000,0
2026-07-23T09:28:27Z,6579,1455256,479096,480520,495640,365369,144,48,48,48,112,605,30.898,2871,4571,3000,0
2026-07-23T09:28:59Z,6611,1455264,479104,480520,495640,422720,144,48,48,48,112,608,31.037,2791,4759,3000,0
2026-07-23T09:29:30Z,6642,1455264,479104,480520,495640,357185,144,48,48,48,112,611,31.186,2809,4403,3000,0
2026-07-23T09:30:01Z,6673,1455264,479104,480520,495640,357185,144,48,48,48,112,614,31.332,2811,4803,3000,0
2026-07-23T09:30:33Z,6705,1455268,479104,480524,495640,457537,144,48,48,48,112,617,31.482,2791,4635,3000,0
2026-07-23T09:31:04Z,6736,1455268,479104,480524,495640,361281,144,48,48,48,112,620,31.628,2773,4511,3000,0
2026-07-23T09:31:35Z,6767,1455268,479104,480524,495640,359234,144,48,48,48,112,623,31.789,2929,4559,3000,0
2026-07-23T09:32:07Z,6799,1455268,479104,480524,495640,418626,144,48,48,48,112,627,31.993,2775,4703,3000,0
2026-07-23T09:32:38Z,6830,1455268,479104,480524,495640,346946,144,48,48,48,112,629,32.094,2763,4307,3000,0
2026-07-23T09:33:09Z,6861,1455268,479104,480524,495640,357186,144,48,48,48,112,631,32.198,2769,4771,3000,0
2026-07-23T09:33:41Z,6893,1455272,479108,480524,495640,363331,144,48,48,48,112,634,32.345,2797,4423,3000,0
2026-07-23T09:34:12Z,6924,1455304,479112,480524,495668,420678,144,48,48,48,112,637,32.499,2743,4979,3000,0
2026-07-23T09:34:43Z,6955,1455304,479112,480524,495668,361286,144,48,48,48,112,640,32.638,2865,4547,3000,0
2026-07-23T09:35:15Z,6987,1455308,479112,480524,495672,363335,144,48,48,48,112,643,32.801,2801,4311,3000,0
2026-07-23T09:35:46Z,7018,1455344,479112,480524,495708,410439,144,48,48,48,112,647,33.001,2799,4727,3000,0
2026-07-23T09:36:17Z,7049,1455348,479116,480524,495708,353099,144,48,48,48,112,650,33.155,2909,4351,3000,0
