ts_utc,elapsed_s,rss_total_kb,rss_n1_kb,rss_n2_kb,rss_n3_kb,heap_used_total_kb,fd_total,fd_n1,fd_n2,fd_n3,threads_total,gc_cycles_total,gc_cumsec_total,commit_p50_us,commit_p99_us,committed,rejected
2026-06-14T06:03:59Z,4099,3238968,1117412,1070520,1051036,231540,69,23,23,23,93,247,72.308,6123,24895,6000,0
2026-06-14T06:05:03Z,4163,3236512,1116764,1069536,1050212,297076,69,23,23,23,93,253,73.168,6631,22751,6000,0
2026-06-14T06:06:07Z,4227,3236500,1116760,1069532,1050208,239732,69,23,23,23,93,260,74.065,6131,21871,6000,0
2026-06-14T06:07:11Z,4291,3237188,1116972,1069964,1050252,266356,69,23,23,23,93,266,75.058,6243,20511,6000,0
2026-06-14T06:08:15Z,4355,3237188,1116972,1069964,1050252,254068,69,23,23,23,93,273,75.991,6299,18607,6000,0
2026-06-14T06:09:19Z,4419,3237952,1117816,1069440,1050696,249972,69,23,23,23,93,281,77.209,6227,21759,6000,0
2026-06-14T06:10:23Z,4483,3239020,1118504,1069688,1050828,311412,69,23,23,23,93,287,78.053,6351,18399,6000,0
2026-06-14T06:11:27Z,4547,3236848,1117484,1069272,1050092,243828,69,23,23,23,93,294,79.168,6119,26319,6000,0
2026-06-14T06:12:31Z,4611,3237104,1117540,1069328,1050236,274548,69,23,23,23,93,300,79.940,6255,17199,6000,0
2026-06-14T06:13:35Z,4675,3234940,1116812,1068536,1049592,252020,69,23,23,23,93,307,81.031,6459,24511,6000,0
2026-06-14T06:14:39Z,4739,3237048,1118108,1069016,1049924,237685,69,23,23,23,93,315,82.215,6207,21807,6000,0
2026-06-14T06:15:43Z,4803,3237824,1118304,1069800,1049720,313462,69,23,23,23,93,321,83.139,6387,26175,6000,0
2026-06-14T06:16:47Z,4867,3238292,1118804,1069768,1049720,241794,69,23,23,23,93,328,84.111,6243,19583,6000,0
2026-06-14T06:17:51Z,4931,3238676,1119188,1069768,1049720,295042,69,23,23,23,93,334,85.171,6163,35487,6000,0
2026-06-14T06:18:56Z,4996,3227516,1118708,1063780,1045028,249987,69,23,23,23,93,341,86.248,6751,22495,6000,0
2026-06-14T06:20:12Z,5072,3222876,1112308,1064200,1046368,239773,69,23,23,23,93,348,88.789,10671,248959,5984,0
2026-06-14T06:21:16Z,5136,3234764,1117760,1067660,1049344,247965,69,23,23,23,93,352,89.392,6055,21055,6000,0
2026-06-14T06:22:20Z,5200,3235728,1118620,1067712,1049396,243869,69,23,23,23,93,359,90.519,6459,19247,6000,0
2026-06-14T06:23:24Z,5264,3232364,1117376,1066652,1048336,301213,69,23,23,23,93,365,91.432,6267,21791,6000,0
2026-06-14T06:24:28Z,5328,3235492,1117260,1066876,1051356,243871,69,23,23,23,93,372,92.364,6251,192255,5968,0
2026-06-14T06:25:32Z,5392,3238044,1119576,1067080,1051388,247967,69,23,23,23,93,380,93.349,6219,22703,6000,0
2026-06-14T06:26:36Z,5456,3240180,1119436,1068556,1052188,258207,69,23,23,23,93,386,94.337,6439,18271,6000,0
2026-06-14T06:27:40Z,5520,3240180,1119436,1068556,1052188,254111,69,23,23,23,93,393,95.262,6259,16023,6000,0
2026-06-14T06:28:44Z,5584,3242276,1119352,1070932,1051992,366751,69,23,23,23,93,399,96.278,6219,21439,6000,0
2026-06-14T06:29:48Z,5648,3241256,1119024,1070528,1051704,247967,69,23,23,23,93,407,97.440,6355,19871,6000,0
2026-06-14T06:30:53Z,5713,3241252,1119092,1070500,1051660,243871,69,23,23,23,93,414,98.503,6279,110335,5992,0
2026-06-14T06:31:57Z,5777,3241256,1119132,1070496,1051628,270495,69,23,23,23,93,421,99.495,6311,25759,5975,0
2026-06-14T06:33:01Z,5841,3240384,1118860,1070116,1051408,245919,69,23,23,23,93,427,100.391,6371,18703,6000,0
2026-06-14T06:34:05Z,5905,3239204,1118424,1069808,1050972,272543,69,23,23,23,93,434,101.347,6283,24223,6000,0
2026-06-14T06:35:09Z,5969,3238836,1118208,1069876,1050752,268442,69,23,23,23,93,442,102.570,6331,23007,6000,0
2026-06-14T06:36:13Z,6033,3237360,1117620,1069348,1050392,241818,69,23,23,23,93,447,103.193,6151,22319,6000,0
2026-06-14T06:37:17Z,6097,3237200,1117576,1069212,1050412,305306,69,23,23,23,93,455,104.704,6527,25983,6000,0
2026-06-14T06:38:21Z,6161,3236196,1117204,1068864,1050128,231578,69,23,23,23,93,462,105.631,6223,17743,6000,0
2026-06-14T06:39:25Z,6225,3237588,1117200,1070156,1050232,276634,69,23,23,23,93,468,106.538,6671,27887,6000,0
2026-06-14T06:40:29Z,6289,3237696,1117248,1070204,1050244,245914,69,23,23,23,93,476,107.622,6343,18655,6000,0
2026-06-14T06:41:44Z,6364,3227388,1114916,1065612,1046860,301210,69,23,23,23,93,479,156.215,17989631,47775743,2191,3745
2026-06-14T06:43:56Z,6496,3228656,1113564,1064384,1050708,227482,69,23,23,23,93,482,160.404,2762751,71892991,1865,3259
2026-06-14T06:45:15Z,6575,3233008,1113052,1064264,1055692,227483,69,23,23,23,93,483,160.611,18095,1062911,5770,75
2026-06-14T06:46:19Z,6639,3237752,1118420,1066688,1052644,227483,69,23,23,23,93,483,160.611,6059,30495,5977,0
2026-06-14T06:47:23Z,6703,3247176,1128024,1067692,1051460,1069213,69,23,23,23,93,485,160.998,6571,21039,6000,0
2026-06-14T06:48:27Z,6767,3247564,1127760,1067228,1052576,1069213,69,23,23,23,93,486,161.171,6263,16023,6000,0
2026-06-14T06:49:31Z,6831,3265104,1143488,1067596,1054020,1063069,69,23,23,23,93,489,161.582,6251,60767,5992,0
2026-06-14T06:50:35Z,6895,3263392,1143412,1067160,1052820,1058975,69,23,23,23,93,493,162.202,6467,23679,6000,0
2026-06-14T06:51:39Z,6959,3264400,1143556,1067240,1053604,1054880,69,23,23,23,93,497,162.894,6187,20047,6000,0
2026-06-14T06:52:43Z,7023,3264340,1143276,1067012,1054052,1061029,69,23,23,23,93,503,163.682,6599,21567,6000,0
2026-06-14T06:53:47Z,7087,3260320,1140056,1066028,1054236,1067176,69,23,23,23,93,509,164.605,6375,20143,6000,0
2026-06-14T06:54:51Z,7151,3267332,1141148,1072532,1053652,1101997,69,23,23,23,93,513,165.194,6547,21807,6000,0
2026-06-14T06:55:55Z,7215,3271700,1146984,1071668,1053048,1095853,69,23,23,23,93,520,166.227,6503,25359,6000,0
2026-06-14T06:57:00Z,7279,3266152,1144836,1070036,1051280,1095853,69,23,23,23,93,526,166.927,5915,15119,6000,0
2026-06-14T06:58:04Z,7344,3266376,1144856,1070012,1051508,1163437,69,23,23,23,93,530,167.539,6723,20079,6000,0
2026-06-14T06:59:08Z,7408,3266964,1145316,1070004,1051644,1091757,69,23,23,23,93,536,168.273,6219,17983,6000,0
2026-06-14T07:00:12Z,7472,3269892,1146556,1070828,1052508,1151149,69,23,23,23,93,540,168.921,6419,24559,6000,0
2026-06-14T07:01:16Z,7536,3266988,1145336,1070016,1051636,1091757,69,23,23,23,93,546,169.875,6767,31679,6000,0
2026-06-14T07:02:20Z,7600,3269056,1146900,1070240,1051916,1087661,69,23,23,23,93,552,170.745,6295,18703,6000,0
2026-06-14T07:03:24Z,7664,3268388,1146304,1069860,1052224,1161389,69,23,23,23,93,557,171.595,6731,27311,6000,0
2026-06-14T07:04:28Z,7728,3267288,1145732,1069744,1051812,1087662,69,23,23,23,93,563,172.315,6075,16319,6000,0
2026-06-14T07:05:32Z,7792,3259548,1142900,1067156,1049492,1147054,69,23,23,23,93,567,173.054,6875,26591,6000,0
2026-06-14T07:06:36Z,7856,3257676,1142284,1066544,1048848,1089710,69,23,23,23,93,573,173.888,6563,16671,6000,0
2026-06-14T07:07:40Z,7920,3262288,1146380,1066764,1049144,1085616,69,23,23,23,93,579,174.699,5991,18063,6000,0
2026-06-14T07:08:44Z,7984,3261936,1144900,1067324,1049712,1159344,69,23,23,23,93,584,175.611,6311,73407,6000,0
2026-06-14T07:09:48Z,8048,3266240,1144860,1066996,1054384,1099952,69,23,23,23,93,590,176.337,6271,17359,6000,0
2026-06-14T07:10:52Z,8112,3262780,1144244,1066500,1052036,1169584,69,23,23,23,93,594,177.018,6511,23487,6000,0
2026-06-14T07:11:56Z,8176,3270600,1144080,1074332,1052188,1099952,69,23,23,23,93,600,177.756,6487,101567,5992,0
2026-06-14T07:13:00Z,8240,3268040,1145400,1070952,1051688,1099952,69,23,23,23,93,606,178.735,6211,23839,6000,0
2026-06-14T07:14:04Z,8304,3265612,1144676,1069876,1051060,1089712,69,23,23,23,93,611,179.365,6299,33247,6000,0
2026-06-14T07:15:08Z,8368,3268244,1144852,1071160,1052232,1110192,69,23,23,23,93,617,180.278,6523,18959,6000,0
2026-06-14T07:16:12Z,8432,3262936,1144032,1068512,1050392,1134768,69,23,23,23,93,621,180.889,6331,26335,6000,0
2026-06-14T07:17:16Z,8496,3260980,1143548,1067732,1049700,1110192,69,23,23,23,93,627,181.828,6455,21199,6000,0
2026-06-14T07:18:21Z,8561,3262124,1143856,1068328,1049940,1095856,69,23,23,23,93,632,182.504,6039,19103,6000,0
2026-06-14T07:19:25Z,8625,3266128,1144956,1068520,1052652,1175728,69,23,23,23,93,638,183.864,6267,166143,6000,0
2026-06-14T07:20:29Z,8689,3264528,1144476,1068244,1051808,1093808,69,23,23,23,93,644,184.728,6707,19279,6000,0
2026-06-14T07:21:33Z,8753,3265564,1144080,1069108,1052376,1140912,69,23,23,23,93,648,185.415,6615,28223,6000,0
2026-06-14T07:22:37Z,8817,3263528,1143576,1068516,1051436,1097904,69,23,23,23,93,654,186.418,6827,28751,6000,0
2026-06-14T07:23:41Z,8881,3261724,1143544,1067880,1050300,1102000,69,23,23,23,93,659,187.048,6491,21151,6000,0
2026-06-14T07:24:45Z,8945,3264980,1145584,1068344,1051052,1104048,69,23,23,23,93,665,188.291,6587,25327,5973,0
2026-06-14T07:25:49Z,9009,3262396,1144660,1067508,1050228,1089712,69,23,23,23,93,670,188.908,6299,17567,6000,0
2026-06-14T07:26:53Z,9073,3263196,1144452,1068000,1050744,1126576,69,23,23,23,93,675,189.703,6511,25231,6000,0
2026-06-14T07:27:58Z,9138,3261436,1144160,1067428,1049848,1099952,69,23,23,23,93,680,190.307,6775,125439,5992,0
2026-06-14T07:29:02Z,9202,3261944,1143916,1067540,1050488,1097904,69,23,23,23,93,686,191.303,6243,33503,6000,0
2026-06-14T07:30:06Z,9266,3262616,1144988,1067476,1050152,1130672,69,23,23,23,93,691,192.115,6579,26047,6000,0
2026-06-14T07:31:10Z,9330,3261788,1142916,1068252,1050620,1095856,69,23,23,23,93,697,192.991,6163,19839,6000,0
2026-06-14T07:32:14Z,9394,3262880,1144764,1068008,1050108,1102000,69,23,23,23,93,702,193.702,6847,21343,6000,0
2026-06-14T07:33:18Z,9458,3260012,1142752,1067548,1049712,1102000,69,23,23,23,93,707,194.308,6747,19087,6000,0
2026-06-14T07:34:23Z,9522,3260692,1143548,1067460,1049684,1089712,69,23,23,23,93,713,195.278,6071,45695,6000,0
2026-06-14T07:35:27Z,9587,3262764,1143804,1067648,1051312,1167536,69,23,23,23,93,717,195.832,7055,24159,6000,0
2026-06-14T07:36:31Z,9651,3262972,1145080,1067228,1050664,1106096,69,23,23,23,93,724,197.014,6291,20927,6000,0
2026-06-14T07:37:35Z,9715,3262744,1144828,1067200,1050716,1108145,69,23,23,23,93,729,197.777,6395,25455,6000,0
2026-06-14T07:38:39Z,9779,3257672,1142776,1067588,1047308,1102001,69,23,23,23,93,734,198.503,6639,22911,6000,0
2026-06-14T07:39:43Z,9843,3262584,1144504,1067756,1050324,1091761,69,23,23,23,93,740,199.393,6359,22287,6000,0
2026-06-14T07:40:47Z,9907,3261232,1143908,1067828,1049496,1165489,69,23,23,23,93,744,199.909,6415,26111,6000,0
2026-06-14T07:41:51Z,9971,3263588,1144492,1066884,1052212,1097905,69,23,23,23,93,751,201.168,6435,24831,6000,0
2026-06-14T07:42:55Z,10035,3265088,1144468,1067964,1052656,1097905,69,23,23,23,93,756,201.903,6411,29183,6000,0
2026-06-14T07:44:00Z,10100,3260624,1143516,1066780,1050328,1116337,69,23,23,23,93,761,202.563,6755,43615,6000,0
2026-06-14T07:45:04Z,10164,3261948,1144540,1067004,1050404,1087665,69,23,23,23,93,766,203.616,6423,45215,6000,0
2026-06-14T07:46:08Z,10228,3267000,1145228,1071288,1050484,1097905,69,23,23,23,93,771,204.280,6551,21375,6000,0
2026-06-14T07:47:12Z,10292,3268096,1145296,1070424,1052376,1099953,69,23,23,23,93,778,205.410,6443,74815,5992,0
2026-06-14T07:48:16Z,10356,3261272,1143372,1066672,1051228,1165489,69,23,23,23,93,783,206.111,6355,16559,6000,0
2026-06-14T07:49:20Z,10420,3264744,1144164,1068436,1052144,1106099,69,23,23,23,93,788,206.953,6367,40895,6000,0
2026-06-14T07:50:24Z,10484,3264600,1144488,1068312,1051800,1097907,69,23,23,23,93,793,207.542,6147,22479,6000,0
2026-06-14T07:51:28Z,10548,3268848,1144280,1071324,1053244,1097907,69,23,23,23,93,798,208.492,6479,22831,6000,0
2026-06-14T07:52:32Z,10612,3267700,1144440,1070536,1052724,1097907,69,23,23,23,93,805,209.490,6183,16991,6000,0
2026-06-14T07:53:37Z,10676,3267648,1144892,1070140,1052616,1159347,69,23,23,23,93,810,210.332,6407,24431,6000,0
2026-06-14T07:54:40Z,10740,3256236,1142676,1065908,1047652,1108147,69,23,23,23,93,815,211.073,6631,23119,6000,0
2026-06-14T07:55:44Z,10804,3265976,1144720,1069300,1051956,1102003,69,23,23,23,93,820,211.757,6255,19151,6000,0
2026-06-14T07:56:48Z,10868,3260880,1143704,1067388,1049788,1095859,69,23,23,23,93,825,212.682,6595,26431,6000,0
2026-06-14T07:57:52Z,10932,3260752,1143696,1067304,1049752,1102003,69,23,23,23,93,830,213.290,6187,19887,6000,0
2026-06-14T07:58:56Z,10996,3258880,1143448,1065632,1049800,1167539,69,23,23,23,93,836,214.594,6427,26159,6000,0
2026-06-14T08:00:01Z,11061,3263188,1143244,1070364,1049580,1102003,69,23,23,23,93,841,215.283,6783,35359,6000,0
2026-06-14T08:01:05Z,11125,3265272,1143292,1067956,1054024,1097907,69,23,23,23,93,846,216.124,6883,35935,6000,0
2026-06-14T08:02:09Z,11189,3266808,1143868,1069660,1053280,1128627,69,23,23,23,93,851,216.831,6927,20687,6000,0
2026-06-14T08:03:13Z,11253,3265036,1143684,1068708,1052644,1095859,69,23,23,23,93,857,217.700,6343,17967,6000,0
2026-06-14T08:04:17Z,11317,3265204,1144400,1068536,1052268,1161395,69,23,23,23,93,862,218.793,6371,25855,6000,0
2026-06-14T08:05:21Z,11381,3270240,1150188,1068236,1051816,1091763,69,23,23,23,93,867,219.773,6419,27983,6000,0
2026-06-14T08:06:25Z,11445,3269012,1147868,1068876,1052268,1097907,69,23,23,23,93,871,220.285,6175,20543,6000,0
2026-06-14T08:07:29Z,11509,3266800,1147548,1067964,1051288,258227,69,23,23,23,93,878,221.541,6879,19887,6000,0
2026-06-14T08:08:34Z,11574,3262528,1145612,1067284,1049632,264371,69,23,23,23,93,883,222.557,6335,107199,5992,0
2026-06-14T08:09:38Z,11638,3265084,1146228,1067872,1050984,288947,69,23,23,23,93,885,222.963,6323,19247,6000,0
2026-06-14T08:10:42Z,11702,3263580,1145932,1067324,1050324,1097907,69,23,23,23,93,890,223.932,6575,23263,6000,0
2026-06-14T08:11:46Z,11766,3261844,1144688,1067216,1049940,1099955,69,23,23,23,93,892,224.478,6319,20095,6000,0
2026-06-14T08:12:50Z,11830,3262256,1146048,1066872,1049336,1063091,69,23,23,23,93,897,225.264,6479,21887,6000,0
2026-06-14T08:13:54Z,11894,3262508,1144156,1067896,1050456,1054899,69,23,23,23,93,901,226.186,6663,23199,6000,0
2026-06-14T08:14:58Z,11958,3265892,1149080,1067800,1049012,1183923,69,23,23,23,93,903,226.776,6639,23263,6000,0
2026-06-14T08:16:02Z,12022,3268772,1149316,1070556,1048900,1048755,69,23,23,23,93,908,227.815,6607,25167,6000,0
2026-06-14T08:17:06Z,12086,3265736,1150676,1064056,1051004,1048755,69,23,23,23,93,911,228.259,6247,21007,6000,0
2026-06-14T08:18:10Z,12150,3267216,1148888,1068044,1050284,1073331,69,23,23,23,93,915,229.016,6603,19135,6000,0
2026-06-14T08:19:14Z,12214,3265132,1147208,1067772,1050152,1067187,69,23,23,23,93,919,229.554,6319,20287,6000,0
2026-06-14T08:20:19Z,12278,3266484,1148444,1067844,1050196,1210547,69,23,23,23,93,922,230.228,6527,26367,6000,0
2026-06-14T08:21:23Z,12343,3261372,1143824,1067564,1049984,1083571,69,23,23,23,93,926,230.831,6387,27503,6000,0
2026-06-14T08:22:27Z,12407,3260044,1144776,1066460,1048808,1061043,69,23,23,23,93,929,231.442,6275,19167,6000,0
2026-06-14T08:23:32Z,12472,3260848,1142312,1071616,1046920,1065139,69,23,23,23,93,933,232.925,14511,4268031,5228,493
2026-06-14T08:24:50Z,12550,2138264,0,1078332,1059932,153018,42,0,21,21,62,936,236.074,214911,17235967,3164,1098
2026-06-14T08:25:54Z,12614,2139512,0,1078644,1060868,159186,42,0,21,21,62,937,236.228,5967,24671,6000,0
